ItemId,MovementeType,WarehouseName,Amount,MovementDate
69343,E,2,5.00000,2023-07-15 04:45:00
40393,S,2,1.00000,2023-07-15 04:45:00
6360,E,2,1.00000,2023-07-15 04:45:00
82350,E,2,1.00000,2023-07-15 04:45:00
41250,S,2,1.00000,2023-07-15 04:45:00
34139,E,2,1.00000,2023-07-15 04:45:00
34143,S,2,1.00000,2023-07-15 04:45:00
65754,E,2,1.00000,2023-07-15 04:45:00
69499,E,2,40.00000,2022-12-13 04:58:00
95635,E,601,1.00000,2022-12-13 04:10:00
44824,E,18,1.00000,2022-12-13 04:57:00
12132,E,18,1.00000,2022-12-13 04:21:00
95264,E,18,40.00000,2022-12-13 04:39:00
85651,E,2,1.00000,2022-12-13 04:53:00
80142,E,2,1.00000,2022-12-13 04:53:00
80143,E,2,1.00000,2022-12-13 04:53:00
85652,E,2,1.00000,2022-12-13 04:53:00
95593,E,2,2.00000,2022-12-13 04:16:00
78059,E,2,18.000.00000,2022-12-13 04:06:00
62434,E,2,1.00000,2022-12-13 04:27:00
95908,E,2,1.00000,2022-12-13 04:41:00
6992,E,2,172.00000,2022-12-13 04:23:00
55256,E,2,206.00000,2022-12-13 04:23:00
5564,E,2,2.00000,2022-12-13 04:10:00
67638,E,2,8.00000,2022-12-13 04:10:00
87120,E,2,2.00000,2022-12-13 04:31:00
10367,E,2,3.00000,2022-12-13 04:31:00
57265,E,2,3.00000,2022-12-13 04:31:00
57452,E,2,3.00000,2022-12-13 04:31:00
95006,E,2,1.00000,2022-12-13 04:04:00
40023,E,2,7.00000,2022-12-13 04:10:00
37182,E,2,35.00000,2022-12-13 04:14:00
11732,E,2,15.00000,2022-12-13 04:44:00
16671,E,2,500.00000,2022-12-13 04:16:00
95902,E,2,1.00000,2022-12-13 04:42:00
8080,E,2,9.00000,2022-12-13 04:27:00
2508,E,2,8.00000,2022-12-13 04:10:00
2411,E,2,174.00000,2022-12-13 04:10:00
81391,E,2,6.00000,2022-12-13 04:10:00
75487,E,2,140.00000,2022-12-13 04:15:00
5491,E,2,1.00000,2022-12-13 04:49:00
89264,E,2,3.00000,2022-12-13 04:40:00
